id,video_id,category_id,status,created_at,modified_at
45,8a9b221f-2a32-4eaa-8744-e4f76338b0ae,0,0,2025-10-25 10:50:21,2025-10-25 10:50:21
46,f9158962-10a0-4dac-a2a8-f7cbc5210311,0,0,2025-10-25 11:06:28,2025-10-25 11:06:28
47,7bbf7de6-3b99-451b-b419-d01934ddbd81,0,0,2025-10-25 11:06:45,2025-10-25 11:06:45
48,54f0a848-6607-4112-9137-a4eb70e35901,0,0,2025-10-25 11:21:36,2025-10-25 11:49:34
49,77503f43-72cf-4fcb-b015-7539140cda16,0,0,2025-10-25 11:29:02,2025-10-25 11:29:02
50,93d6911f-3fc2-420c-b09b-09409583e384,0,0,2025-10-25 13:32:58,2025-10-25 13:32:58
51,287e56ce-90e1-4c53-be07-51bc2885cff1,0,0,2025-10-25 14:27:16,2025-10-25 14:27:16
52,cd4bf981-c940-4e64-9c7b-9d2750301ad2,0,0,2025-10-25 14:46:35,2025-10-25 14:46:35
53,7ac8d20c-3f47-4b7a-b4db-7477ecd815a1,0,0,2025-10-25 15:05:05,2025-10-25 15:05:05
54,05da4994-f026-4324-9741-a297e747aa8f,0,0,2025-10-25 15:23:58,2025-10-25 15:23:58
55,c6eca20d-4e11-4528-a618-7af5db4f0cc3,0,0,2025-10-25 15:51:56,2025-10-25 15:51:56
56,2450c365-fc70-4c4c-b1f5-041107903580,7,0,2025-10-25 16:21:00,2025-10-25 16:21:00
57,bb1297ac-be8f-4d19-923c-d270d4660694,6,0,2025-10-26 07:19:51,2025-10-26 07:19:51
58,43a3f327-8772-41f5-9251-a8a6c337a65c,0,0,2025-10-26 07:20:21,2025-10-26 07:20:21
59,451f6bb1-bffc-442e-99cc-1f6ca0aad702,6,0,2025-10-26 07:22:31,2025-10-26 07:22:31
60,6ad14702-909a-4c6b-9fa5-b1c6c231a735,6,0,2025-10-26 08:28:27,2025-10-26 08:28:27
61,ff9a70b9-865b-44c3-897e-d99e033c2d35,6,0,2025-10-26 09:29:17,2025-10-26 09:29:17
62,187d5960-9df2-4a8d-8c5d-086d0478fd76,0,0,2025-10-26 10:47:37,2025-10-26 10:47:37
63,7104c1d5-8138-400d-9d91-8a2a9cdc774e,0,0,2025-10-26 15:13:48,2025-10-26 15:13:48
64,2e14b769-974f-4b6a-b42b-1eadde7bd536,0,0,2025-10-26 15:51:57,2025-10-26 15:51:57
65,b815f227-f7c3-4fa2-930f-e05847868654,6,0,2025-10-26 17:24:51,2025-10-26 17:24:51
66,e69e171d-9864-46ba-b775-d0980fcfa23d,6,0,2025-10-26 17:38:15,2025-10-26 17:38:15
67,95e19cfd-e964-472c-97bc-fd86cc7d7d90,6,0,2025-10-26 17:38:29,2025-10-26 17:38:29
68,e6abf2df-e1ca-4ab4-9a80-1502fea85778,6,0,2025-10-26 17:38:59,2025-10-26 17:38:59
69,64888d0d-9462-4572-82a1-093355ad2ff8,0,0,2025-10-26 17:39:12,2025-10-26 17:39:12
70,93cd9abb-16b9-4a79-8edb-378cde0e1224,6,0,2025-10-26 17:45:30,2025-10-26 17:45:30
71,20111402-7acf-480d-ac4d-3facb36ca1b5,4,0,2025-10-26 18:00:50,2025-10-26 18:00:50
72,faeff0ed-7bc7-4fee-ab5f-55d52af5e239,6,0,2025-10-26 18:01:37,2025-10-26 18:01:37
73,fb47efa0-2366-4ea3-88d5-7c2e6ff77fba,7,0,2025-10-26 18:02:53,2025-10-26 18:02:53
74,be130563-e31d-4326-89e9-93800bdd6aee,6,0,2025-10-26 18:24:51,2025-10-26 18:24:51
75,c1ed76ab-7a3a-47f7-bff3-ff1eec2955a8,6,0,2025-10-26 18:25:05,2025-10-26 18:25:05
76,0942326c-8133-4087-a536-254114406471,6,0,2025-10-26 18:25:26,2025-10-26 18:25:26
77,c447c20e-3398-4e25-8feb-12dc760ba35e,0,0,2025-10-26 18:25:49,2025-10-26 18:25:49
78,0f01603c-e616-48c2-9dbc-7b0edf1e9475,6,0,2025-10-26 18:27:51,2025-10-26 18:27:51
79,658e6cae-960b-4220-97a9-ff5f80c96b77,6,0,2025-10-26 18:52:03,2025-10-26 18:52:03
80,506f7d5d-c32e-4627-99f1-d0ec16b8e56a,6,0,2025-10-26 19:19:46,2025-10-26 19:19:46
81,74454822-2267-463e-b142-2d81ecfa8422,6,0,2025-10-26 19:21:42,2025-10-26 19:21:42
82,f285879d-0355-40eb-be50-447ffb6e0278,0,0,2025-10-26 20:02:36,2025-10-26 20:02:36
83,9876180d-e27a-46a2-a2a3-60f94138923d,6,0,2025-10-26 20:19:40,2025-10-26 20:19:40
84,ef795800-6178-48f5-b4c2-2b3739485e8a,6,0,2025-10-27 05:42:59,2025-10-27 05:42:59
85,72afe8d2-9890-4cd4-9186-a79ff6c3150d,6,0,2025-10-27 05:44:07,2025-10-27 05:44:07
86,5a3c67f2-ada9-42cc-8591-55bbb1e8c829,6,0,2025-10-27 09:43:49,2025-10-27 09:46:32
87,debba1f8-ce09-42d2-9bea-fec92fda0bba,0,0,2025-10-28 11:24:06,2025-10-28 11:24:06
88,aa1bff47-c18b-427c-b7bc-b2736e0ed79e,4,0,2025-10-28 14:13:14,2025-10-28 14:13:14
89,e58d7283-1b83-4a53-a2e8-b7f9014c5fa7,4,0,2025-10-29 06:21:53,2025-10-29 06:21:53
90,ebb58aae-3386-4859-9ea9-fc17c1bd2686,4,0,2025-10-29 06:41:26,2025-10-29 06:46:29
91,f2e00b26-fc28-4182-82bc-d37d53f71779,4,0,2025-10-29 09:14:29,2025-10-29 09:14:29
92,c784831f-3b60-44fc-ad59-042edce7d608,6,0,2025-10-30 07:04:43,2025-10-30 07:04:43
93,fc8c13a5-403d-49e1-9a37-1a7cbc9febf0,6,0,2025-10-30 09:52:57,2025-10-30 09:52:57
94,696cf633-7984-440d-a794-e103ca5687d9,0,0,2025-10-30 10:08:45,2025-11-06 13:16:11
95,86bf0a85-9494-44cd-88a3-31bed9595ca4,6,0,2025-10-30 10:51:47,2025-10-30 10:51:47
96,a0ce200e-d274-440e-b89f-1fd9b6c52307,4,0,2025-10-30 10:58:11,2025-10-30 10:58:11
97,94a3f76f-6a0f-4ae6-a5de-f053cc92de4b,6,0,2025-10-30 13:15:35,2025-10-30 13:15:35
98,823273ee-cfb6-4103-b161-3cb341e8c1e7,4,0,2025-10-30 13:27:50,2025-10-30 13:27:50
99,ae796dfc-c300-46e4-ac70-71dd2ca564cd,4,0,2025-10-30 17:33:44,2025-10-30 17:33:44
100,98d336cf-a55e-45b9-9864-ac83420f78fa,0,0,2025-10-30 19:06:35,2025-10-30 19:06:35
101,552363ad-6ed9-4f8f-a6e6-5206ee13d3f8,4,0,2025-10-31 04:59:19,2025-10-31 04:59:19
102,e474cf06-d94c-46b0-880a-24e3e83a7aab,4,0,2025-10-31 06:33:11,2025-10-31 06:33:11
103,0fcd8dc9-1718-4372-8631-253eac3a072b,0,0,2025-10-31 06:44:37,2025-10-31 06:44:37
104,1a1ca2ed-ebc9-42b8-967b-4b4e568ab095,6,0,2025-10-31 07:04:46,2025-10-31 07:04:46
105,a98d4dd8-4718-4ebf-a76b-05926fbc21b1,0,0,2025-10-31 07:05:52,2025-10-31 11:33:59
106,f60a74ad-a596-4da7-bae9-91980825969d,0,0,2025-10-31 07:07:22,2025-10-31 07:07:22
107,9481133a-d230-4cd4-a5e0-4317eba61350,6,0,2025-10-31 07:14:00,2025-10-31 07:14:00
108,5c81bf0a-1a97-4b42-aef2-0582d2a0ec22,0,0,2025-10-31 07:44:08,2025-10-31 07:44:08
109,88739761-2a7a-4499-a143-ec40b76c1a50,6,0,2025-10-31 13:48:53,2025-10-31 13:48:53
110,f0088d56-c638-4dfa-aa45-9183e9eee308,4,0,2025-10-31 13:49:43,2025-11-03 05:52:07
111,aac66e94-5db4-4f4f-b161-1816a01620be,0,0,2025-10-31 15:43:18,2025-10-31 15:43:18
112,b0eea763-9d52-4fad-b2fc-298bdd1727a1,0,0,2025-10-31 15:54:34,2025-10-31 15:54:34
113,698096cb-fa42-400a-8582-39e518584a8d,6,0,2025-11-03 08:25:57,2025-11-03 08:25:57
114,6070b5b8-a45f-4d5d-953f-fe09b2bc1833,6,0,2025-11-03 09:57:14,2025-11-03 10:34:38
115,bf4b287e-6a96-4240-a30d-c03b0e7097ab,6,0,2025-11-03 11:22:33,2025-11-03 11:22:33
116,fe828f2b-0f79-4eef-9e3e-125e75a8d0c8,6,0,2025-11-03 12:14:57,2025-11-05 06:14:26
117,3fbb8536-f2db-488b-b120-0ef59d58573e,6,0,2025-11-03 13:03:54,2025-11-04 12:18:26
118,ca6fa58c-c1e9-4f05-8abd-2fd738813cad,6,0,2025-11-04 10:26:30,2025-11-04 10:26:30
119,46834e1c-1484-4aad-87a6-b59f33a4fcbc,6,0,2025-11-04 10:58:00,2025-11-04 10:58:00
120,7c885bb7-8a01-4e98-9ef4-cbe06b11d3fd,4,0,2025-11-04 11:22:16,2025-11-04 11:22:16
121,60a7fb0f-18f1-4edc-8185-dbb171befd0e,6,0,2025-11-04 11:39:07,2025-11-04 11:39:07
122,0f65b4b7-efb2-4122-8ec6-9a5c332388e3,6,0,2025-11-04 12:24:15,2025-11-04 12:24:15
123,85dce488-7ca0-4576-bd8a-dbf0040da5bc,6,0,2025-11-05 05:23:47,2025-11-05 05:23:47
124,b812d312-d9be-4d07-a2e4-86ca1314c6a0,0,0,2025-11-05 09:34:35,2025-11-05 09:34:35
125,bb108f3d-ae64-49f3-b2cc-ccd97e344e9a,0,0,2025-11-05 09:57:30,2025-11-05 09:57:30
126,c130d8b6-1d99-4a85-9818-c4376d755bf3,4,0,2025-11-06 09:48:27,2025-11-06 09:48:27
127,3d29fe96-f2d6-473f-8393-13de8f1be0fd,6,0,2025-11-06 09:59:26,2025-11-06 09:59:26
128,bb75f218-b107-45c3-b9dd-edc6c45a4960,0,0,2025-11-06 10:35:55,2025-11-06 10:35:55
129,f7c8a4ad-338f-48a4-a63b-a81c5810a8b6,0,0,2025-11-06 10:36:40,2025-11-06 10:36:40
130,85fe805d-3870-4c63-83e9-5eaa4f9b773d,6,0,2025-11-06 10:36:49,2025-11-06 10:36:49
131,2d6a95e5-33f8-44aa-911c-108266c326f1,6,0,2025-11-06 12:47:21,2025-11-07 06:04:51
132,646b4a71-b3d3-48f5-b826-45d6d7fded58,0,0,2025-11-07 05:42:30,2025-11-07 05:42:30
133,2a88693d-93f0-44e2-baa7-0b15cfc1a961,0,0,2025-11-07 05:49:17,2025-11-07 05:49:17
134,ffcd21f9-f40d-4877-93e6-aaa034dde00e,0,0,2025-11-07 06:07:00,2025-11-07 06:07:00
135,2bcf0753-07d6-452e-9480-a6c65cd66420,6,0,2025-11-07 06:29:02,2025-11-07 06:29:02
136,e9434a64-2fd1-4ecc-90e8-cee8643506e8,0,0,2025-11-07 07:15:06,2025-11-07 07:15:06
137,2aae8acc-4d8f-4ae4-8506-49fd53c82387,0,0,2025-11-07 10:04:57,2025-11-07 10:04:57
138,be2c616b-e74a-4007-82a3-cf9aacdfb419,0,0,2025-11-07 10:31:18,2025-11-07 10:31:18
139,615b5565-4dd0-4b36-8fd8-0636bd286f33,6,0,2025-11-07 10:37:30,2025-11-07 10:37:30
140,a55cfa84-c4f7-4fc5-9b7b-17ffbc4209a5,15,0,2025-11-07 11:32:16,2025-11-19 11:23:58
141,4ab33385-af83-4b8e-83de-71b16059aba6,6,0,2025-11-10 08:13:41,2025-11-10 08:13:41
142,9315c0d2-e9c1-495a-a357-da728cb03144,15,0,2025-11-11 10:50:16,2025-11-11 10:50:16
143,01b31868-73d4-4956-af99-24049dc998bd,6,0,2025-11-12 07:17:14,2025-11-12 07:17:14
144,0d3f7881-c5bf-477a-9466-12aa54809638,6,0,2025-11-12 07:28:51,2025-11-12 07:28:51
145,f0bb15c8-628d-4a04-a24f-ba12a9f1b6cc,0,0,2025-11-12 09:15:40,2025-11-12 09:15:40
146,613744da-ced5-4cd6-ad1b-af0f74251f4e,0,0,2025-11-12 09:30:11,2025-11-12 09:30:11
147,85b88f05-af36-475d-a808-2aba15c09585,0,0,2025-11-12 10:00:34,2025-11-12 10:00:34
148,70278033-2290-4b24-b2df-980667d935ab,0,0,2025-11-12 10:23:20,2025-11-12 10:23:20
149,e27ee9c7-19fb-437a-b026-c128f3679e6d,0,0,2025-11-12 10:50:27,2025-11-12 10:50:27
150,b8b51558-60fd-433c-9479-638275003b49,0,0,2025-11-12 11:35:58,2025-11-12 11:35:58
151,966262b0-86ab-4336-bbce-520c886cfc00,0,0,2025-11-12 11:49:03,2025-11-12 11:49:03
152,b2baded9-efdf-4009-b304-990e14f7513a,6,0,2025-11-13 06:08:28,2025-11-13 06:08:28
153,74307e75-683e-459b-a244-996454a3a7dc,0,0,2025-11-13 11:26:12,2025-11-13 11:26:12
154,c2a421f5-bd2d-433e-924b-9900a2e1f1aa,0,0,2025-11-13 11:37:23,2025-11-13 11:37:23
155,ecca8b59-904a-42ed-b81c-e4c8bc3bb15a,0,0,2025-11-13 11:52:17,2025-11-13 11:52:17
156,389049b8-13bb-476b-a40f-5bddea52e8b2,0,0,2025-11-13 11:58:38,2025-11-13 12:04:26
157,a1f1ca36-a4ae-44ff-a552-71ec80cc5aae,0,0,2025-11-13 13:17:27,2025-11-13 13:17:27
158,98e1337c-e13b-42b0-90a7-079bb1f77e86,0,0,2025-11-13 13:19:27,2025-11-13 13:19:27
159,0792149c-9a1c-4b52-8108-c85faac7c888,6,0,2025-11-18 08:58:06,2025-11-18 08:58:06
160,bfb250fe-fe30-4a9b-aa2a-692a5657e839,0,0,2025-11-18 11:41:30,2025-11-19 11:06:21
161,9a9a1309-9973-410e-9101-6623999e8bb0,6,0,2025-11-19 09:53:45,2025-11-19 09:53:45
162,09d9aca9-197c-462e-8f43-cf658e9ce145,6,0,2025-11-19 11:13:01,2025-11-19 11:13:01
163,905d6f5d-6a30-4dd9-b8f4-50b626876942,4,0,2025-11-19 13:05:52,2025-11-19 13:05:52
164,e470dd7c-3589-4b90-806f-c3de603f2f74,6,0,2025-11-20 08:04:56,2025-11-20 08:04:56
165,515387a6-797e-44ab-ad66-16e1ce3f7394,6,0,2025-11-20 08:09:52,2025-11-20 08:09:52
166,ffd5799a-8b4c-4aad-b714-f531e63cfe20,0,0,2025-11-21 11:37:19,2025-11-21 11:37:19
167,3ed911b7-28a2-4591-a417-389216cf644e,0,0,2025-11-21 11:37:43,2025-11-21 11:37:43
168,f3af1ce1-d77f-429a-b6dd-3786d0b92c69,0,0,2025-11-21 11:38:02,2025-11-21 11:38:02
169,510f0bfd-9d1c-45d1-bf4d-7e67f529297d,0,0,2025-11-21 11:38:56,2025-11-21 11:38:56
170,8a27c218-f9e0-4ad7-b2b4-f881213deabc,0,0,2025-11-21 11:38:59,2025-11-21 11:38:59
171,3d22da28-e096-4cd3-a774-09880a52379e,0,0,2025-11-21 11:39:04,2025-11-21 11:39:04
172,83d076f5-e4cf-4a95-bd8a-3399cc8befe3,0,0,2025-11-25 10:22:16,2025-11-25 10:22:16
173,a1ee4a27-b3c0-488d-ab9e-57d549c9d00b,0,0,2025-11-25 10:22:40,2025-11-25 10:22:40
174,7739343a-69f1-4949-8164-75d150687224,0,0,2025-11-25 10:22:42,2025-11-25 10:22:42
175,39b503a0-0243-4597-b209-a17417ca5e62,0,0,2025-11-25 10:23:36,2025-11-25 10:23:36
176,304377a8-4f36-4e0c-937b-4524c8b4eb0e,0,0,2025-11-25 10:23:36,2025-11-25 10:23:36
177,74cfd451-3395-493c-8852-310e6de60de7,0,0,2025-11-25 10:23:37,2025-11-25 10:23:37
178,b59e70d6-16f2-4964-bf4d-ef05269f41e0,0,0,2025-11-25 10:23:38,2025-11-25 10:23:38
179,d008905e-a28c-436d-94ad-c9304b9874e3,0,0,2025-11-25 10:24:37,2025-11-25 10:24:37
180,e6ce5d22-c156-43e7-99bf-127b84bf999f,0,0,2025-11-25 10:24:39,2025-11-25 10:24:39
181,e2556cf7-29d7-446c-a942-5f27572457f0,0,0,2025-11-25 10:28:05,2025-11-25 10:28:05
182,feae63aa-76fc-4697-b7f6-16077f20081e,0,0,2025-11-25 10:29:35,2025-11-25 10:29:39
183,6b7c1fb2-b702-4c83-bc31-dca931c63a6f,0,0,2025-11-25 10:29:36,2025-11-25 10:29:37
184,cb3d2f18-0274-4767-8c77-34b21a87f020,0,0,2025-11-25 10:30:40,2025-11-25 10:30:40
185,e221aa5a-f7ba-45eb-a54d-95ff2cb69d17,0,0,2025-11-25 10:30:45,2025-11-25 10:30:45
186,0f98e88a-b92a-405f-b524-7010ed8c9676,0,0,2025-11-25 12:26:32,2025-11-25 12:34:38
187,c02802f7-92d9-4920-98c9-7d255300bd57,0,0,2025-11-25 13:17:40,2025-11-25 13:17:40
188,5ff46a4f-1114-464b-8a25-177533076248,0,0,2025-11-25 13:32:59,2025-11-25 13:32:59
189,82ecc510-d3a0-40ae-b715-da44e93d0c42,0,0,2025-11-26 04:52:03,2025-11-26 04:52:03
190,cc0b3336-f438-4f10-a74a-da7c21fbbcd3,0,0,2025-11-26 06:11:58,2025-11-26 06:11:58
191,300e76c4-67fd-4dd7-b755-3e2d9b46a124,0,0,2025-11-26 10:01:03,2025-11-26 10:01:03
192,b88d5c9a-6936-474b-8f20-f16ce5291952,0,0,2025-11-26 10:51:51,2025-11-26 10:51:51
193,9c39f774-3117-40cc-97b5-ecddb597da07,0,0,2025-11-26 11:18:51,2025-11-26 11:18:51
194,71f31864-65dc-42b7-aff1-35cf02b59be3,0,0,2025-11-26 12:28:05,2025-11-26 12:28:05
195,782936b2-cd6b-442d-b1c4-75b4572ec1d7,0,0,2025-11-26 12:31:03,2025-11-26 12:31:03
196,0655de6f-b8a9-41d8-9cbe-7ce5e5fa9de8,0,0,2025-11-26 12:58:03,2025-11-27 13:18:58
197,98f5db5c-061e-4586-9bb9-0616276747fc,0,0,2025-11-26 13:12:41,2025-11-28 07:54:00
198,e5e8f576-8f80-4652-a87b-150f6dd404cb,4,0,2025-12-01 06:51:31,2025-12-01 06:51:31
199,3ecb612c-f0e4-4867-9154-e97e870e4458,0,0,2025-12-01 06:52:51,2025-12-01 06:52:51
200,eb50d1cc-eac3-40a8-beef-b3a0c73cdd6c,0,0,2025-12-01 07:05:48,2025-12-01 07:05:48
201,24184eeb-b1d0-4038-87ad-b51aedd51783,0,0,2025-12-01 07:06:52,2025-12-01 07:06:52
202,e383190d-4673-4f68-992f-4a9c78d8dc75,0,0,2025-12-01 07:18:44,2025-12-01 07:18:44
203,8240fde3-de2a-4ae5-8256-54749372c03d,0,0,2025-12-01 09:38:41,2025-12-01 09:38:41
204,45a51401-581d-403e-946c-00238176f4e7,0,0,2025-12-01 09:49:40,2025-12-01 09:49:40
205,be62b7ec-1d32-475f-8ddf-fe85eea32b51,0,0,2025-12-01 09:53:39,2025-12-01 09:53:39
206,cad0ff2c-a7ce-4894-82b3-fb02b85064f0,0,0,2025-12-01 09:55:38,2025-12-02 05:07:54
207,a7cc72fa-61e5-4507-8225-3e5baf32e82e,0,0,2025-12-01 10:03:40,2025-12-01 10:03:40
208,e7bbe387-a596-40e7-a6d7-2f9654065575,0,0,2025-12-01 10:08:12,2025-12-01 10:08:12
209,5e447a2a-2e1b-4140-a54e-56114b7ee66a,0,0,2025-12-01 10:08:43,2025-12-01 10:08:43
210,7a137fbf-5263-423e-a193-90f2e9bd7c92,0,0,2025-12-01 10:16:43,2025-12-01 10:16:43
211,c825d24e-9a9b-497f-b9aa-8d865ff35494,0,0,2025-12-01 10:41:40,2025-12-01 10:41:40
212,3df3320f-2caa-4147-a669-dab4132eb87d,0,0,2025-12-02 05:08:27,2025-12-02 05:08:27
213,a2c2806b-c6f1-4ac5-9d37-d7ee8de17a91,0,0,2025-12-02 05:09:41,2025-12-02 05:09:41
214,1aa58fd3-bfd9-4259-ab6d-dffa9d1c00cb,0,0,2025-12-02 05:26:37,2025-12-02 05:26:37
215,10f2b9f6-6a0d-4300-ac32-555a1d5b350a,0,0,2025-12-02 05:40:49,2025-12-02 05:40:49
216,3d871da5-6bc7-4a13-a742-8ba05e4f7747,0,0,2025-12-02 05:41:38,2025-12-02 05:41:38
217,b2430744-d9d8-4ba2-9688-109e8322b735,22,0,2025-12-02 07:19:59,2025-12-02 07:19:59
218,2785f00a-f747-41e5-a60c-e4a4ca4894b5,23,0,2025-12-02 13:40:43,2025-12-02 13:40:43
219,377b1eb6-9c17-4eb1-923f-34b1f4457a30,23,0,2025-12-02 13:42:34,2025-12-02 13:42:34
220,f7d12570-4354-4daa-9315-2723669a365a,24,0,2025-12-02 13:42:53,2025-12-02 13:42:53
221,b59458b8-9940-4328-8fbd-73927b6c6c07,24,0,2025-12-02 13:43:16,2025-12-02 13:43:16
