cohort_id,user_count,percentage,dominant_PROFILE_TYPE,dominant_PROFILE_TYPE_percentage,dominant_Location_CITY,dominant_Location_CITY_percentage,dominant_Location_Region_user,dominant_Location_Region_user_percentage,dominant_Location_Country_user,dominant_Location_Country_user_percentage,dominant_Genre_user,dominant_Genre_user_percentage,dominant_Language_user,dominant_Language_user_percentage,dominant_Content_type_user,dominant_Content_type_user_percentage,dominant_Category_user,dominant_Category_user_percentage
1533,23,0.030517,Adult,100.0,Chandīgarh,13.0435,HR,21.7391,India,100.0,"Kids & Family,Devotional,Music,Religious",39.1304,Hindi,86.9565,Video,82.6087,Music,43.4783
1534,55,0.072974,Adult,96.3636,Bengaluru,21.8182,KA,23.6364,India,100.0,"Action,Drama,Political,Entertainment",83.6364,NC,100.0,Video,98.1818,Shows,89.0909
1535,2,0.002654,Adult,100.0,"Shāhāpur, Virār",50.0,MH,50.0,India,100.0,"Arts & Culture,Fashion,Design",50.0,NC,100.0,Video,100.0,Shows,100.0
1536,4,0.005307,Adult,100.0,Kolhāpur,25.0,MH,25.0,India,100.0,"Action,Crime,Thriller, Action,Thriller",25.0,NC,100.0,Video,100.0,Movies,75.0
1537,18,0.023882,Adult,100.0,New Delhi (Connaught Lane),27.7778,DL,88.8889,India,100.0,"News, Action,Adventure,Thriller, Drama, Comedy, Educational Books,History,Political, Arts & Culture,Music, Drama,Mythology,Religious",5.5556,Hindi,50.0,Video,94.4444,"TV Channels, Movies, Shows",22.2222
1538,34,0.045111,Adult,100.0,"New Delhi (Connaught Lane), Chandigarh (Bhagwānpura), Patna (Police Colony), Baddi, Sundarnagar, Shimla",2.9412,"UP, HR, MH, DL",14.7059,India,100.0,"News, Entertainment,Movies, Music, Entertainment, Music,Entertainment,Movies",2.9412,Hindi,38.2353,"Audio, Video",55.8824,"Radio Channels, TV Channels",38.2353
1539,19,0.025209,Adult,100.0,Jabalpur,89.4737,MP,94.7368,India,100.0,"Action,Crime,Thriller",42.1053,NC,89.4737,Video,100.0,Movies,94.7368
1540,14,0.018575,Adult,100.0,Raipur,42.8571,CT,71.4286,India,100.0,"Mystery,Thriller,Drama",28.5714,NC,78.5714,Video,100.0,Movies,71.4286
1541,1,0.001327,Adult,100.0,Muluppilagadu,100.0,KL,100.0,India,100.0,"Music & Dance,Reality, Mythology,Devotional,Spiritual",100.0,NC,100.0,Video,100.0,Shows,100.0
1542,34,0.045111,Adult,100.0,Jaipur,20.5882,RJ,32.3529,India,100.0,"Action,Drama,Political,Entertainment",85.2941,NC,100.0,Video,100.0,Shows,88.2353
1543,43,0.057053,Adult,100.0,Borivali,20.9302,MH,41.8605,India,100.0,"Music,Arts & Culture",41.8605,Hindi,93.0233,Audio,79.0698,Radio Channels,79.0698
1544,25,0.03317,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"Romance,Drama,Literature",12.0,Hindi,68.0,Video,96.0,Shows,28.0
1545,2,0.002654,Adult,100.0,Virār,100.0,MH,100.0,India,100.0,Music,100.0,Hindi,100.0,Video,100.0,TV Channels,100.0
1546,45,0.059706,Adult,100.0,Ghaziabad,15.5556,TG,37.7778,India,100.0,"Arts & Culture,Music",93.3333,NC,100.0,Video,100.0,Shorts,93.3333
1547,11,0.014595,Adult,100.0,Umaria,36.3636,MP,36.3636,India,100.0,"Music,Arts & Culture",54.5455,Hindi,100.0,Audio,100.0,Radio Channels,100.0
1548,41,0.054399,Adult,100.0,London,9.7561,ENG,60.9756,United Kingdom,65.8537,"Entertainment, Music,Entertainment,Movies",4.878,"Punjabi, Hindi",29.2683,Video,87.8049,TV Channels,26.8293
1549,21,0.027863,Adult,100.0,Kalyān,38.0952,MH,85.7143,India,100.0,"Action,Crime,Thriller",9.5238,Hindi,47.619,Video,90.4762,Movies,47.619
1550,31,0.041131,Adult,100.0,Hyderabad,87.0968,TG,93.5484,India,100.0,"Kids & Family,Drama,Entertainment",12.9032,NC,80.6452,Video,93.5484,Movies,96.7742
1551,4,0.005307,Adult,100.0,Jahāngīrpur,25.0,MP,75.0,India,100.0,"Educational,News,Infotainment, Entertainment,Educational,Infotainment, News,Educational,Infotainment, Entertainment,News, Entertainment, Comedy, Spiritual,Religious,Devotional, Action",25.0,Hindi,75.0,Video,75.0,"TV Channels, Shows",75.0
1552,8,0.010614,Adult,100.0,Valsād (Kapadia Chal),50.0,GJ,100.0,India,100.0,News,25.0,Hindi,75.0,Video,100.0,TV Channels,50.0
1553,24,0.031843,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,Comedy,100.0,Hindi,100.0,Video,100.0,Shows,100.0
1554,6,0.007961,Adult,100.0,"Sri Ganganagar, Dausa",16.6667,RJ,16.6667,India,100.0,"News, Drama",66.6667,NC,83.3333,Video,100.0,Shows,50.0
1555,25,0.03317,Adult,96.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Literary Fiction,Drama",36.0,Hindi,48.0,Video,92.0,Movies,92.0
1556,2,0.002654,Guest,50.0,"Alibag, Marseille, Lohogaon, Ambarnath, Srinagar, Hyderabad (Gachibowli), Hyderabad (Basant Nagar Colony)",50.0,"JK, TG, MH,",50.0,France,100.0,"Entertainment,Educational,Infotainment",50.0,Hindi,50.0,Video,100.0,TV Channels,100.0
1557,29,0.038477,Adult,100.0,Khamharia,13.7931,MH,62.069,India,100.0,News,27.5862,Hindi,79.3103,Video,100.0,TV Channels,86.2069
1558,13,0.017248,Adult,100.0,"Shivpuri, Patna (Police Colony)",23.0769,"BR, MH",38.4615,India,100.0,"Music,Arts & Culture, Entertainment, Literary Fiction,Drama",7.6923,"Hindi, Marathi",30.7692,"Audio, Video",53.8462,"TV Channels, Movies",30.7692
1559,21,0.027863,Adult,95.2381,Loni,38.0952,UP,61.9048,India,100.0,"News,Music",4.7619,Hindi,66.6667,"Audio, Video",85.7143,"Radio Channels, TV Channels",71.4286
1560,5,0.006634,Adult,100.0,"Patna (Police Colony), Murwāra",20.0,"BR, MP",40.0,India,100.0,"Action,Drama,Political,Entertainment",80.0,NC,100.0,Video,100.0,Shows,80.0
1561,19,0.025209,Adult,100.0,Deesa,26.3158,GJ,94.7368,India,100.0,News,21.0526,Hindi,73.6842,Video,100.0,TV Channels,84.2105
1562,22,0.02919,Adult,100.0,Panchkula,22.7273,HR,40.9091,India,95.4545,News,81.8182,Hindi,90.9091,Video,100.0,TV Channels,95.4545
1563,23,0.030517,Adult,100.0,Paris,47.8261,IDF,52.1739,France,78.2609,"Music,Biography,Drama",13.0435,NC,78.2609,Video,100.0,Movies,47.8261
1564,15,0.019902,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,News,86.6667,NC,100.0,Video,93.3333,TV Channels,86.6667
1565,7,0.009288,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Historical Fiction,Drama,Entertainment,Patriotic",42.8571,Punjabi,57.1429,Video,100.0,Movies,100.0
1566,16,0.021229,Adult,100.0,"Imphal, Agartala, Navi Mumbai (Reliance Corporate Park)",12.5,"CT, MH",12.5,India,100.0,"Action,Crime,Thriller",25.0,NC,87.5,Video,100.0,Movies,81.25
1567,53,0.070321,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"News, Music,Arts & Culture, Entertainment,Educational,Infotainment",5.6604,Hindi,66.0377,"Audio, Video",90.566,"Radio Channels, TV Channels",69.8113
1568,6,0.007961,Adult,83.3333,Mangaluru,100.0,KA,100.0,India,100.0,"Music & Dance,Arts & Culture",50.0,NC,100.0,Video,100.0,Shows,66.6667
1569,6,0.007961,Adult,83.3333,Patna (Police Colony),66.6667,BR,66.6667,India,100.0,"Kids & Family,Thriller, Thriller,Drama",16.6667,NC,83.3333,Video,100.0,Movies,50.0
1570,12,0.015922,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"News, Music, Arts & Culture,Music",16.6667,Hindi,75.0,Video,91.6667,"Shorts, TV Channels",50.0
1571,2,0.002654,Adult,100.0,Dombivali,100.0,MH,100.0,India,100.0,"Literary Fiction,Comedy,Entertainment, Educational Books,History,Political",50.0,"Hindi, Marathi",50.0,Video,100.0,Shows,100.0
1572,37,0.049092,Adult,100.0,Kukatpally,10.8108,MH,32.4324,India,100.0,"Music,Arts & Culture",35.1351,Hindi,86.4865,Audio,81.0811,Radio Channels,81.0811
1573,81,0.107471,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Educational,News,Infotainment",85.1852,Hindi,100.0,Video,100.0,TV Channels,100.0
1574,7,0.009288,Adult,100.0,Pāli,57.1429,RJ,71.4286,India,100.0,Music,71.4286,Hindi,42.8571,Video,100.0,TV Channels,100.0
1575,4,0.005307,Adult,100.0,Bengaluru,25.0,KA,100.0,India,100.0,"Sports,News,Infotainment, Educational,News,Infotainment, Entertainment,Educational,Infotainment, News,Infotainment",25.0,"Kannada, Hindi",75.0,Video,100.0,TV Channels,100.0
1576,17,0.022556,Adult,100.0,Gādarwāra,23.5294,MP,35.2941,India,100.0,News,11.7647,Hindi,76.4706,Video,100.0,TV Channels,35.2941
1577,14,0.018575,Adult,100.0,Mandsaur,14.2857,MP,50.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
1578,4,0.005307,Adult,100.0,Kolkata (EP Block),75.0,WB,75.0,India,100.0,Drama,100.0,NC,50.0,Video,100.0,Movies,75.0
1579,6,0.007961,Adult,100.0,"Khan Pur Dhani, Loni",33.3333,DL,50.0,India,100.0,"Mystery,Thriller,Drama",50.0,NC,100.0,Video,100.0,Movies,83.3333
1580,12,0.015922,Adult,100.0,Bhimavaram,33.3333,AP,50.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
1581,14,0.018575,Adult,100.0,Rohtak,14.2857,HR,50.0,India,100.0,"Thriller,Patriotic",78.5714,NC,92.8571,Video,100.0,Shorts,85.7143
1582,14,0.018575,Adult,92.8571,Kolkata,7.1429,MH,21.4286,India,100.0,"Devotional,Spiritual, Arts & Culture,Music",42.8571,NC,92.8571,Video,100.0,"Shorts, Shows",50.0
1583,78,0.103491,Adult,100.0,Gurugram,84.6154,HR,100.0,India,100.0,News,82.0513,Hindi,94.8718,Video,100.0,TV Channels,98.7179
1584,7,0.009288,Adult,100.0,Hyderabad,100.0,TG,100.0,India,100.0,"Romance,Drama,Entertainment",42.8571,Telugu,71.4286,Video,57.1429,Movies,100.0
1585,8,0.010614,Child,100.0,Srinagar,37.5,JK,37.5,India,100.0,"Action,Adventure,Thriller",50.0,NC,75.0,Video,100.0,Movies,75.0
1586,22,0.02919,Adult,95.4545,Navi Mumbai (Reliance Corporate Park),13.6364,MH,27.2727,India,100.0,"Political,News",95.4545,Hindi,100.0,Video,100.0,Shows,100.0
1587,11,0.014595,Adult,100.0,"Ahmedabad, Utrān, Rajkot, Patna (Police Colony), Gamdi, Gandevi",9.0909,"MH, GJ",18.1818,India,100.0,"News, Music,Arts & Culture, Entertainment",9.0909,Hindi,36.3636,"Audio, Video",54.5455,"Radio Channels, TV Channels",45.4545
1588,19,0.025209,Adult,100.0,Chennai,63.1579,TN,78.9474,India,100.0,"Music,Biography,Drama",84.2105,NC,100.0,Video,100.0,Movies,94.7368
1589,5,0.006634,Adult,100.0,Srīperumbūdūr,40.0,TN,100.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
1590,45,0.059706,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"News, Action,Drama,Political,Entertainment",4.4444,Hindi,82.2222,Video,100.0,"TV Channels, Shows",86.6667
1591,2,0.002654,Adult,100.0,Lucknow,100.0,UP,100.0,India,100.0,"Music,Biography,Drama, Mystery,Action,Drama,Thriller,Crime,Entertainment",50.0,NC,100.0,Video,100.0,Movies,100.0
1592,19,0.025209,Adult,100.0,Secunderabad,10.5263,TG,21.0526,India,100.0,NC,5.2632,"Kannada, Hindi",31.5789,Video,68.4211,"TV Channels, Movies",36.8421
1593,54,0.071647,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,News,98.1481,Hindi,100.0,Video,100.0,TV Channels,100.0
1594,13,0.017248,Adult,92.3077,Jalandhar,23.0769,PB,69.2308,India,100.0,"News, Music,Arts & Culture, Devotional, Music, News,Educational,Infotainment, News,Music, Cultural Stories, Entertainment, Music,Entertainment,Movies",7.6923,"Punjabi, Hindi",61.5385,"Audio, Video",92.3077,"Radio Channels, TV Channels",69.2308
1595,22,0.02919,Adult,100.0,Arrah,13.6364,MH,31.8182,India,95.4545,"News, Music, Kids & Family, Entertainment,News, Animation,Kids, Music,Entertainment,Movies",4.5455,"Bhojpuri, Hindi",22.7273,Video,72.7273,TV Channels,36.3636
1596,10,0.013268,Adult,100.0,Airoli,10.0,GJ,30.0,India,100.0,"Kids & Family,Drama",70.0,Hindi,90.0,Video,100.0,Shows,100.0
1597,34,0.045111,Adult,100.0,Hyderabad (Basant Nagar Colony),64.7059,TG,100.0,India,100.0,News,79.4118,Hindi,76.4706,Video,100.0,TV Channels,97.0588
1598,19,0.025209,Adult,94.7368,"Agra, Patna (Police Colony)",10.5263,"BR, MP",21.0526,India,100.0,"News, News,Event,Parliament, Music,Arts & Culture, News,Music, Mythology,Devotional,Spiritual",5.2632,Hindi,52.6316,Video,78.9474,"TV Channels, Documentaries",26.3158
1599,22,0.02919,Child,100.0,Bengaluru,90.9091,KA,90.9091,India,100.0,Music,13.6364,Hindi,63.6364,Video,90.9091,TV Channels,59.0909
1600,5,0.006634,Adult,100.0,"Marhaura, Patna",20.0,BR,40.0,India,100.0,"Entertainment,Movies, Entertainment, Kids & Family,Comedy,Drama,Fantasy,Entertainment,Kids, Literary Fiction,Drama",20.0,Hindi,60.0,Video,100.0,"TV Channels, Movies",40.0
1601,3,0.00398,Child,100.0,"Bargi, Jabalpur, Navi Mumbai (Reliance Corporate Park)",33.3333,"MH, MP",33.3333,India,100.0,"Drama,Thriller",33.3333,NC,33.3333,Video,100.0,Movies,66.6667
1602,7,0.009288,Adult,100.0,Deoli,28.5714,DL,42.8571,India,100.0,"Music & Dance,Reality",100.0,NC,100.0,Video,100.0,Shows,100.0
1603,24,0.031843,Adult,100.0,Rasapūdipalem,12.5,MP,33.3333,India,100.0,"Action,Crime,Thriller",70.8333,NC,100.0,Video,100.0,Movies,100.0
1604,60,0.079608,Adult,93.3333,Bengaluru,5.0,MH,15.0,India,100.0,"Satire,Comedy,History,Humor,Storytelling",73.3333,Hindi,98.3333,Video,100.0,Shows,98.3333
1605,18,0.023882,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Romance,Comedy,Drama,Musical Drama, Music",11.1111,Hindi,50.0,Video,88.8889,"TV Channels, Movies",38.8889
1606,8,0.010614,Adult,100.0,"Agra, Budaun",12.5,UP,50.0,India,87.5,"Romance,Drama,Rom-Com,Humor, Thriller,Drama",12.5,Hindi,100.0,Video,100.0,"Movies, Shows",62.5
1607,11,0.014595,Adult,100.0,Karnāl,9.0909,HR,9.0909,India,90.9091,Drama,90.9091,Hindi,100.0,Video,100.0,Shows,100.0
1608,19,0.025209,Adult,100.0,Noida,21.0526,UP,42.1053,India,100.0,"Action,Fantasy,Adventure",31.5789,NC,63.1579,Video,100.0,Movies,84.2105
1609,28,0.037151,Guest,100.0,Jaipur,14.2857,RJ,32.1429,India,96.4286,"Educational,News,Infotainment",28.5714,Hindi,100.0,Video,100.0,TV Channels,96.4286
1610,5,0.006634,Adult,100.0,"Navi Mumbai (Reliance Corporate Park), Deesa (Gulbani Nagar)",20.0,"MH, GJ",20.0,India,100.0,"Kids & Family,Drama,Entertainment",20.0,NC,40.0,Video,100.0,Shows,40.0
1611,6,0.007961,Adult,100.0,Ahmednagar,50.0,MH,50.0,India,100.0,"News, Music,Entertainment, Entertainment,Movies",16.6667,"Hindi, Marathi",16.6667,Video,50.0,"Radio Channels, TV Channels",50.0
1612,36,0.047765,Adult,94.4444,"Garui, New Delhi (Connaught Lane), Pakur, Muragācha, Nuapada",2.7778,"HR, DL",8.3333,India,88.8889,"Music,Arts & Culture",30.5556,Hindi,97.2222,Audio,97.2222,Radio Channels,94.4444
1613,8,0.010614,Adult,100.0,"Pataliputra Housing Colony, Patna",75.0,BR,100.0,India,100.0,News,50.0,Hindi,87.5,Video,87.5,TV Channels,62.5
1614,50,0.06634,Adult,100.0,Bareilly,80.0,UP,98.0,India,100.0,"Drama,Inspirational,Entertainment",8.0,Hindi,56.0,Video,74.0,Movies,20.0
1615,12,0.015922,Adult,100.0,New Delhi (Connaught Lane),83.3333,DL,91.6667,India,100.0,"Literary Fiction,Drama",33.3333,NC,50.0,Video,100.0,Movies,75.0
1616,29,0.038477,Adult,100.0,Navi Mumbai (Reliance Corporate Park),20.6897,MH,51.7241,India,100.0,"Romance,Comedy",62.069,NC,100.0,Video,100.0,Shows,100.0
1617,44,0.058379,Adult,100.0,"Bhālswa Jahangirpur, Pitampura",6.8182,DL,47.7273,India,97.7273,"News, Entertainment,Movies, Music, Educational,News,Infotainment, Entertainment,Educational,Infotainment, Entertainment",2.2727,Hindi,50.0,Video,97.7273,"TV Channels, Movies",47.7273
1618,8,0.010614,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,Drama,87.5,Bhojpuri,100.0,Video,100.0,Movies,100.0
1619,13,0.017248,Adult,100.0,Virār,76.9231,MH,76.9231,India,100.0,"Drama,Fantasy,Thriller",38.4615,NC,100.0,Video,100.0,Movies,92.3077
1620,9,0.011941,Adult,100.0,Chandīgarh,77.7778,HR,77.7778,India,100.0,"Arts & Culture,Music",88.8889,NC,100.0,Video,100.0,Shorts,100.0
1621,5,0.006634,Adult,100.0,Visakhapatnam (Sai Nagar),40.0,AP,80.0,India,100.0,"Romance,Action",20.0,NC,60.0,Video,80.0,Movies,60.0
1622,20,0.026536,Adult,100.0,New Delhi (Connaught Lane),90.0,DL,100.0,India,100.0,"Comedy,Drama",40.0,Hindi,60.0,Video,100.0,Movies,75.0
1623,26,0.034497,Adult,100.0,Gurugram,88.4615,HR,100.0,India,100.0,Drama,50.0,Hindi,92.3077,Video,100.0,Shows,100.0
1624,38,0.050419,Adult,100.0,Deoli,57.8947,DL,57.8947,India,100.0,News,26.3158,Hindi,76.3158,Video,94.7368,TV Channels,73.6842
1625,8,0.010614,Adult,100.0,Mumbai (Prabhadevi),25.0,MH,100.0,India,100.0,"Arts & Culture, Inspirational,Lifestyle,Survival, Arts & Culture,Travel, Arts & Culture,Political,Travelogue, Romance,Drama",12.5,"Hindi, Marathi, English",25.0,Video,75.0,"Movies, Documentaries",25.0
1626,14,0.018575,Adult,100.0,Khadki,92.8571,MH,92.8571,India,100.0,"Educational,News,Infotainment",21.4286,Hindi,35.7143,Video,100.0,TV Channels,78.5714
1627,52,0.068994,Adult,100.0,Navi Mumbai (Reliance Corporate Park),96.1538,MH,96.1538,India,100.0,"Action,Animation",73.0769,Hindi,98.0769,Video,100.0,Movies,98.0769
1628,25,0.03317,Adult,100.0,Shahdara,80.0,DL,84.0,India,100.0,"News, Music",8.0,Hindi,76.0,Video,92.0,TV Channels,52.0
1629,16,0.021229,Guest,75.0,Beypore,6.25,MH,37.5,India,100.0,"Action,Crime,Thriller",18.75,NC,93.75,Video,100.0,Movies,87.5
1630,7,0.009288,Child,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"Music,Arts & Culture",28.5714,NC,42.8571,Video,57.1429,Radio Channels,42.8571
1631,5,0.006634,Adult,100.0,"Achiaman, Adenta",20.0,MH,60.0,India,60.0,"News, Music & Dance,Reality",20.0,Hindi,80.0,Video,100.0,TV Channels,60.0
1632,4,0.005307,Guest,75.0,Bengaluru (Dayananda Nagar),25.0,KA,75.0,India,100.0,"Sports,News,Infotainment, Music & Dance,Reality",25.0,Hindi,75.0,Video,100.0,TV Channels,75.0
1633,23,0.030517,Adult,100.0,Bhālswa Jahangirpur,60.8696,DL,60.8696,India,100.0,News,43.4783,Hindi,78.2609,Video,95.6522,TV Channels,78.2609
1634,3,0.00398,Adult,100.0,Ranchi,100.0,JH,100.0,India,100.0,"Tripura Folk,Local Stories, Music,Arts & Culture, Entertainment,Movies, Educational,News,Infotainment, News,Music",33.3333,Hindi,33.3333,"Audio, Video",100.0,"Radio Channels, TV Channels",66.6667
1635,36,0.047765,Adult,100.0,Srinagar,86.1111,JK,86.1111,India,100.0,"Action,Crime,Thriller",33.3333,NC,100.0,Video,100.0,Movies,94.4444
1636,9,0.011941,Adult,88.8889,Malakpur Kohi Rangpur,11.1111,MH,44.4444,India,100.0,"Music,Biography,Drama",11.1111,Hindi,33.3333,Video,88.8889,Shows,44.4444
1637,9,0.011941,Adult,100.0,"Haldwani, Pitampura, Ghaziabad, Defence Colony",11.1111,"UP, HR, DL",33.3333,India,100.0,"Music,Arts & Culture, Akashvani, Entertainment,Movies, Music, Educational,News,Infotainment, Music,News, Entertainment,News,Infotainment,Culture, Entertainment,Educational,Infotainment, Entertainment, News,Infotainment, Music,Entertainment,Movies",11.1111,Hindi,33.3333,"Audio, Video",88.8889,"Radio Channels, TV Channels",66.6667
1638,2,0.002654,Adult,100.0,"Patna (Police Colony), Pataliputra Housing Colony, Patna",100.0,BR,100.0,India,100.0,"News, Music,Spiritual,Devotional, Spiritual,Devotional",50.0,Hindi,100.0,Video,100.0,"TV Channels, Shows",100.0
1639,6,0.007961,Adult,100.0,Nalgonda,33.3333,TG,50.0,India,100.0,"Action,Comedy",33.3333,NC,83.3333,Video,66.6667,Movies,83.3333
1640,29,0.038477,Adult,100.0,Kanpur,10.3448,KA,20.6897,India,100.0,"Music,Biography,Drama",93.1034,NC,100.0,Video,100.0,Movies,100.0
1641,14,0.018575,Adult,100.0,Kokrajhar,21.4286,AS,21.4286,India,100.0,"Biography,Inspirational,Educational,Spiritual, Music & Dance,Reality, Romance,Drama",7.1429,Hindi,85.7143,Video,100.0,Movies,21.4286
1642,8,0.010614,Adult,100.0,Kanpur,37.5,UP,37.5,India,100.0,"Drama,Thriller,Crime,Young Adult Fiction",87.5,NC,100.0,Video,100.0,Shows,100.0
1643,64,0.084916,Adult,100.0,Navi Mumbai (Reliance Corporate Park),40.625,MH,51.5625,India,98.4375,Drama,100.0,NC,98.4375,Video,100.0,Shows,100.0
1644,59,0.078282,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,Music,93.2203,Hindi,98.3051,Video,94.9153,TV Channels,100.0
1645,4,0.005307,Adult,100.0,Arāmbāgh,25.0,MH,50.0,India,100.0,"Music,Biography,Drama",50.0,NC,50.0,Video,100.0,Movies,75.0
1646,14,0.018575,Adult,100.0,Bengaluru,57.1429,KA,92.8571,India,100.0,"Music,Biography,Drama",21.4286,NC,50.0,Video,71.4286,Radio Channels,21.4286
1647,79,0.104818,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"Action,Crime,Thriller",73.4177,NC,100.0,Video,100.0,Movies,100.0
1648,3,0.00398,Adult,100.0,New Delhi (CGO Complex),33.3333,DL,66.6667,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
1649,12,0.015922,Adult,100.0,"Deoli, Shahdara, Greater Noida, Ghaziabad, Gurugram, Navi Mumbai (Reliance Corporate Park)",8.3333,"HR, DL",25.0,India,100.0,"News, Entertainment,Movies, Sports,News,Infotainment, Educational,News,Infotainment, Entertainment,Educational,Infotainment",8.3333,Hindi,41.6667,Video,83.3333,TV Channels,50.0
1650,5,0.006634,Adult,100.0,Jaipur,60.0,RJ,80.0,India,100.0,"Drama,Mythology,Religious",80.0,Hindi,100.0,Video,100.0,Shows,100.0
1651,18,0.023882,Adult,100.0,"Bargi, Shāhpura, Navi Mumbai (Reliance Corporate Park)",5.5556,"MH, MP",33.3333,India,100.0,"News, Romance,Action,Comedy,Drama, Entertainment,Movies, Music",5.5556,Hindi,55.5556,Video,88.8889,"TV Channels, Movies",44.4444
1652,52,0.068994,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"News, Music",94.2308,Hindi,100.0,Video,100.0,TV Channels,100.0
1653,3,0.00398,Adult,100.0,New Delhi (Ashok Vihar),100.0,DL,100.0,India,100.0,"Drama,Travel, Biography,History,Inspirational,International, Biography,History,Inspirational,Political, Biography, Biography,History,Political, Biography,History,Educational, Biography,Educational,Music",33.3333,Hindi,66.6667,Video,100.0,"Documentaries, Shows",33.3333
1654,39,0.051745,Adult,100.0,"Hyderabad (Gachibowli), Jaipur",7.6923,"TG, GJ",30.7692,India,100.0,News,43.5897,Hindi,74.359,Video,97.4359,TV Channels,89.7436
1655,26,0.034497,Adult,100.0,"Chandīgarh, Dera Gopipur, Srinagar, Siwān, Bhiwāni, Ghaziabad, Patna",3.8462,"UP, HR",11.5385,India,100.0,News,65.3846,Hindi,96.1538,Video,100.0,TV Channels,96.1538
1656,57,0.075628,Adult,100.0,Bengaluru,91.2281,KA,96.4912,India,100.0,"Romance,Drama",26.3158,NC,98.2456,Video,98.2456,Movies,98.2456
1657,4,0.005307,Adult,100.0,New Delhi (Connaught Lane),25.0,DL,100.0,India,100.0,"Kids & Family,Action,Drama",25.0,Hindi,100.0,Video,100.0,Shorts,50.0
1658,3,0.00398,Adult,100.0,"Bhojudih, Daulatpur",33.3333,"WB, JH",33.3333,India,100.0,"Educational,News,Infotainment",66.6667,Bengali,100.0,Video,100.0,TV Channels,66.6667
1659,17,0.022556,Adult,100.0,"Mangaluru, Navi Mumbai (Reliance Corporate Park)",64.7059,"KA, MH",70.5882,India,100.0,"Music, Entertainment,Educational,Infotainment",5.8824,Hindi,94.1176,Video,94.1176,TV Channels,29.4118
1660,21,0.027863,Adult,100.0,New Delhi (Connaught Lane),38.0952,DL,85.7143,India,100.0,"Educational,News,Infotainment",71.4286,Kannada,100.0,Video,85.7143,TV Channels,71.4286
1661,47,0.06236,Adult,100.0,Thāne,6.383,MH,51.0638,India,97.8723,"Music,Arts & Culture",70.2128,Hindi,100.0,Audio,97.8723,Radio Channels,97.8723
1662,24,0.031843,Adult,100.0,New Delhi (Connaught Lane),54.1667,DL,95.8333,India,100.0,Drama,54.1667,NC,95.8333,Video,100.0,Movies,91.6667
1663,6,0.007961,Adult,100.0,"Varanasi, Navi Mumbai (Reliance Corporate Park)",83.3333,"UP, MH",83.3333,India,100.0,"Mystery,Action,Drama,Thriller,Crime,Entertainment, Devotional,Musical Drama,Dance Drama,Music,Dance",16.6667,Hindi,83.3333,"Audio, Video",66.6667,"Movies, Shows",16.6667
1664,16,0.021229,Adult,93.75,Kāfrul,18.75,WB,25.0,India,75.0,"Drama,Period Drama,Social Awareness",18.75,Bengali,50.0,Video,93.75,Movies,31.25
1665,15,0.019902,Adult,100.0,Kusum Pur,40.0,DL,53.3333,India,100.0,News,13.3333,Hindi,80.0,Video,93.3333,TV Channels,46.6667
1666,40,0.053072,Adult,100.0,Barāgaon,30.0,UP,85.0,India,100.0,News,20.0,Hindi,85.0,Video,97.5,TV Channels,57.5
1667,5,0.006634,Adult,100.0,"Shahdara, Ghitorni, Bhālswa Jahangirpur",20.0,WB,60.0,India,100.0,"Music,Arts & Culture, Devotional, Music,News, Entertainment,Educational,Infotainment, Culture,Punjabi Music,Urban News, Arts & Culture,Music, Musical, Arts & Culture,Performing Arts,Music, Educational,News,Infotainment, Culture,Punjabi Music, Cultural Stories,Bhajans, News,Music, History, Culture,Bhojpuri Folk,Regional News",20.0,"Urdu, Hindi",20.0,"Audio, Video",80.0,"Radio Channels, TV Channels",40.0
1668,7,0.009288,Adult,85.7143,Kantābānji,14.2857,TN,42.8571,India,100.0,Drama,100.0,NC,100.0,Video,100.0,Shows,100.0
