cohort_id,user_count,percentage,dominant_PROFILE_TYPE,dominant_PROFILE_TYPE_percentage,dominant_Location_CITY,dominant_Location_CITY_percentage,dominant_Location_Region_user,dominant_Location_Region_user_percentage,dominant_Location_Country_user,dominant_Location_Country_user_percentage,dominant_Genre_user,dominant_Genre_user_percentage,dominant_Language_user,dominant_Language_user_percentage,dominant_Content_type_user,dominant_Content_type_user_percentage,dominant_Category_user,dominant_Category_user_percentage
0,19,0.025209,Adult,100.0,"Gharroli, Ghaziabad",10.5263,DL,21.0526,India,94.7368,"News, Drama, Entertainment,News,Infotainment,Culture, Entertainment,Educational,Infotainment, Kids & Family,Animation,Music,Edutainment,Kids",5.2632,Hindi,26.3158,Video,89.4737,"TV Channels, Movies, Shows",21.0526
1,9,0.011941,Adult,100.0,Dera Gopipur,22.2222,HP,33.3333,India,88.8889,"Music,Biography,Drama, Thriller,Drama",33.3333,NC,66.6667,Video,88.8889,Movies,66.6667
2,44,0.058379,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Mystery,Thriller,Drama",47.7273,NC,100.0,Video,100.0,Movies,100.0
3,5,0.006634,Adult,100.0,Sri Ganganagar,20.0,RJ,40.0,India,100.0,"Music,Spiritual,Devotional",80.0,Hindi,100.0,NC,80.0,TV Channels,80.0
4,34,0.045111,Adult,100.0,Patna (Police Colony),97.0588,BR,100.0,India,100.0,"Entertainment,Movies",26.4706,Hindi,26.4706,Video,100.0,TV Channels,97.0588
5,50,0.06634,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"News, Educational,News,Infotainment",50.0,"Hindi, Marathi",20.0,Video,98.0,TV Channels,96.0
6,9,0.011941,Adult,88.8889,"Pināhat, Faridabad",11.1111,UP,55.5556,India,100.0,"News, Entertainment,Movies, Entertainment,Educational,Infotainment, Entertainment, Romance",11.1111,Hindi,66.6667,Video,100.0,"TV Channels, Movies",55.5556
7,3,0.00398,Adult,100.0,Beāwar,33.3333,GJ,66.6667,India,100.0,"Educational,Spiritual,Religious",33.3333,Hindi,100.0,Video,100.0,Documentaries,33.3333
8,20,0.026536,Adult,100.0,Dispur,5.0,AS,60.0,India,100.0,Patriotic,100.0,NC,100.0,Video,100.0,Shows,100.0
9,22,0.02919,Adult,100.0,"Patna (Police Colony), Baihar, Raipur, Chhindwāra, Simga, Indore",4.5455,"PB, BR",9.0909,India,95.4545,News,86.3636,Hindi,95.4545,Video,95.4545,TV Channels,95.4545
10,19,0.025209,Adult,100.0,Navi Mumbai (Reliance Corporate Park),52.6316,MH,63.1579,India,100.0,News,63.1579,Hindi,100.0,Video,94.7368,TV Channels,94.7368
11,49,0.065013,Adult,100.0,Navi Mumbai (Reliance Corporate Park),95.9184,MH,95.9184,India,100.0,"Drama,Thriller,Entertainment",44.898,Hindi,97.9592,Video,100.0,Movies,73.4694
12,4,0.005307,Adult,50.0,"Kumhāri, Patna (Police Colony), Jobat, Raipur, Bilāspur, Bhilai, Indore",25.0,"CT, BR, MP",25.0,India,100.0,"Music,Spiritual,Devotional, Music,Biography,Drama, Drama,Crime,Legal And Ethical",25.0,Hindi,75.0,Video,100.0,Shows,50.0
13,25,0.03317,Adult,100.0,Bengaluru,64.0,KA,80.0,India,100.0,"Mystery,Drama,Crime,Comedy",28.0,Hindi,100.0,Video,100.0,Shows,96.0
14,30,0.039804,Adult,100.0,Navi Mumbai (Reliance Corporate Park),70.0,MH,76.6667,India,100.0,News,80.0,NC,100.0,\Upcoming,100.0,Live,100.0
15,31,0.041131,Adult,100.0,Shakar Pur Baramad,32.2581,DL,32.2581,India,100.0,News,22.5806,Hindi,74.1935,Video,96.7742,TV Channels,67.7419
16,4,0.005307,Adult,100.0,Pataliputra Housing Colony,50.0,BR,50.0,India,100.0,News,75.0,NC,100.0,\Upcoming,100.0,Live,100.0
17,88,0.116759,Adult,100.0,New Delhi (Connaught Lane),63.6364,DL,100.0,India,100.0,News,89.7727,Hindi,95.4545,Video,100.0,TV Channels,98.8636
18,8,0.010614,Adult,100.0,Yanamalakuduru,37.5,AP,62.5,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
19,8,0.010614,Adult,100.0,Bhubaneswar,25.0,OR,37.5,India,87.5,"Spiritual,Religious,Devotional",100.0,Hindi,100.0,Video,100.0,Shows,100.0
20,3,0.00398,Adult,100.0,Teonthar,33.3333,MP,100.0,India,100.0,"News,Event,Parliament, News, Entertainment,News,Music,Infotainment, Tripura Folk,Local Stories, Music,Arts & Culture, Music, Entertainment,Educational,Infotainment, Entertainment,News, News,Music, History, Entertainment, Music,Entertainment,Movies",33.3333,NC,66.6667,"Audio, Video",33.3333,"Radio Channels, TV Channels",33.3333
21,23,0.030517,Adult,100.0,Quthbullapur,13.0435,UP,21.7391,India,100.0,"Mystery,Thriller,Drama",13.0435,NC,100.0,Video,100.0,Movies,78.2609
22,41,0.054399,Child,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,Drama,7.3171,Hindi,70.7317,Video,100.0,Movies,46.3415
23,8,0.010614,Adult,100.0,Srinagar,37.5,RJ,50.0,India,100.0,"Biography,History,Religious",12.5,NC,37.5,Video,100.0,Documentaries,75.0
24,28,0.037151,Adult,92.8571,"Loni, Mandoli",10.7143,UP,53.5714,India,100.0,"Entertainment,Educational,Infotainment",17.8571,Hindi,92.8571,Video,100.0,TV Channels,60.7143
25,33,0.043785,Adult,100.0,Jhānsi,12.1212,JH,24.2424,India,100.0,News,6.0606,Hindi,39.3939,Video,84.8485,TV Channels,42.4242
26,17,0.022556,Adult,100.0,"Mumbai (Kalina), Chennai",47.0588,"TN, MH",58.8235,India,100.0,"Kids & Family,Drama,Entertainment",11.7647,Hindi,58.8235,Video,94.1176,Movies,35.2941
27,15,0.019902,Adult,100.0,Begusarai,33.3333,BR,33.3333,India,100.0,"Action,Crime,Thriller",40.0,NC,86.6667,Video,100.0,Movies,93.3333
28,59,0.078282,Adult,100.0,Kurnool,10.1695,KL,16.9492,India,100.0,"Romance,Drama",27.1186,NC,89.8305,Video,93.2203,Movies,100.0
29,84,0.111452,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
30,12,0.015922,Adult,100.0,Medininagar,8.3333,"BR, MH",25.0,India,91.6667,"Music,Arts & Culture, News,Music",16.6667,Hindi,91.6667,Audio,83.3333,Radio Channels,83.3333
31,6,0.007961,Adult,100.0,Delhi (Krishan Kunj),33.3333,DL,100.0,India,100.0,"Mystery,Thriller,Drama",16.6667,NC,50.0,Video,100.0,Movies,66.6667
32,17,0.022556,Adult,94.1176,"Agra, Kalyānpur",5.8824,WB,11.7647,India,94.1176,"News, Drama,Period Drama,History",17.6471,Hindi,100.0,Video,100.0,"Movies, Shows",64.7059
33,27,0.035824,Adult,100.0,Surat (Green Enclave),74.0741,GJ,88.8889,India,100.0,News,11.1111,Hindi,44.4444,Video,85.1852,Movies,29.6296
34,51,0.067667,Adult,100.0,Bengaluru,100.0,KA,100.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
35,28,0.037151,Adult,100.0,Mumbai,21.4286,MH,46.4286,India,100.0,"Drama,Horror,Thriller",42.8571,Hindi,96.4286,Video,100.0,Shows,100.0
36,27,0.035824,Adult,100.0,Mumbai,7.4074,MH,62.963,India,100.0,Reality,92.5926,NC,100.0,Video,100.0,Shows,96.2963
37,18,0.023882,Adult,100.0,Budaun,77.7778,UP,88.8889,India,100.0,News,22.2222,Hindi,61.1111,Video,88.8889,TV Channels,61.1111
38,7,0.009288,Adult,100.0,Kanpur,14.2857,UP,57.1429,India,100.0,"News, Devotional",100.0,NC,100.0,\Upcoming,100.0,Live,100.0
39,58,0.076955,Adult,100.0,Bengaluru,100.0,KA,100.0,India,100.0,News,98.2759,Hindi,100.0,Video,100.0,TV Channels,100.0
40,14,0.018575,Adult,100.0,Mandapeta,7.1429,AP,35.7143,India,100.0,"Educational,News,Infotainment",28.5714,Kannada,78.5714,Video,92.8571,TV Channels,35.7143
41,9,0.011941,Adult,100.0,Bengaluru,22.2222,AP,22.2222,India,100.0,"Music & Dance,Reality",66.6667,NC,100.0,Video,88.8889,Shows,88.8889
42,30,0.039804,Adult,86.6667,"Gharghoda, Indore",3.3333,"CT, MP",13.3333,India,96.6667,"Drama, Kids & Family,Drama,Entertainment",6.6667,Hindi,93.3333,Video,100.0,"Movies, Shows",83.3333
43,5,0.006634,Adult,100.0,Jalandhar,40.0,PB,60.0,India,100.0,"News, Akashvani, Music,Arts & Culture, Entertainment,Movies, Music, Music,News, Entertainment,Educational,Infotainment, History, Action,Thriller",20.0,Hindi,40.0,"Audio, Video",100.0,"Radio Channels, Movies",40.0
44,58,0.076955,Adult,100.0,Bengaluru,6.8966,MH,24.1379,India,98.2759,Action,70.6897,Hindi,100.0,Video,100.0,Shows,100.0
45,9,0.011941,Adult,100.0,Pune,66.6667,MH,88.8889,India,100.0,Drama,44.4444,Hindi,55.5556,Video,100.0,Shows,33.3333
46,24,0.031843,Adult,100.0,Yelahanka,37.5,KA,95.8333,India,100.0,"Entertainment,News,Music,Infotainment",8.3333,"Kannada, Hindi",58.3333,Video,91.6667,TV Channels,62.5
47,20,0.026536,Adult,100.0,Sahāranpur,45.0,UP,100.0,India,100.0,"News, Music",40.0,Hindi,70.0,Video,90.0,TV Channels,90.0
48,22,0.02919,Adult,100.0,"Virār, Mumbai, Kolkata",4.5455,"UP, MH",18.1818,India,100.0,"Action,Adventure,Thriller, Music,Entertainment, Entertainment,Movies, Educational,News,Infotainment, Entertainment,News,Infotainment,Culture, Entertainment,Educational,Infotainment",4.5455,Hindi,22.7273,Video,86.3636,"TV Channels, Movies, Shows",40.9091
49,32,0.042458,Child,100.0,Noida,9.375,UP,34.375,India,96.875,News,75.0,Hindi,93.75,Video,100.0,TV Channels,96.875
50,24,0.031843,Adult,100.0,Ludhiana,87.5,PB,91.6667,India,100.0,"Music, Entertainment, Music,Entertainment,Movies",12.5,"Punjabi, Hindi",91.6667,Video,95.8333,TV Channels,54.1667
51,51,0.067667,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"Action,Comedy",19.6078,Hindi,56.8627,Video,74.5098,Movies,98.0392
52,8,0.010614,Adult,100.0,"Noida, Faridabad, Paris, Ghaziabad",12.5,RJ,25.0,India,87.5,"Mythology,Spiritual",62.5,NC,87.5,Video,100.0,Documentaries,75.0
53,27,0.035824,Adult,100.0,Mangaluru,81.4815,KA,96.2963,India,100.0,"Action,Drama,Political,Entertainment",7.4074,Hindi,33.3333,Video,70.3704,TV Channels,22.2222
54,47,0.06236,Adult,100.0,Pune,12.766,MH,42.5532,India,100.0,Sports,100.0,NC,100.0,\Upcoming,100.0,Live,100.0
55,7,0.009288,Adult,100.0,Bhopal,28.5714,MP,28.5714,India,100.0,"Culture,Punjabi Music, Entertainment, Music,Entertainment,Movies",14.2857,Hindi,42.8571,Video,85.7143,TV Channels,71.4286
56,50,0.06634,Adult,100.0,Sri Ganganagar,98.0,RJ,100.0,India,100.0,"Educational,News,Infotainment",22.0,Hindi,90.0,Video,100.0,TV Channels,94.0
57,32,0.042458,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Entertainment,Movies",37.5,"Bhojpuri, Hindi",93.75,Video,100.0,TV Channels,100.0
58,13,0.017248,Adult,100.0,"Kunkuri, Phusro, Siwān, Naugachhia, Bihār Sharīf",7.6923,"AP, TG",15.3846,India,100.0,"News, Devotional, Music, Culture, News,Music",7.6923,"Punjabi, Hindi",46.1538,Video,53.8462,"Radio Channels, TV Channels",30.7692
59,23,0.030517,Adult,100.0,Navi Mumbai (Reliance Corporate Park),91.3043,MH,91.3043,India,100.0,History,39.1304,NC,82.6087,Video,100.0,Documentaries,91.3043
60,27,0.035824,Adult,100.0,"Patna (Police Colony), Pimpri",7.4074,"BR, MH",37.037,India,100.0,"Entertainment,Movies, Music, Music,Biography,Drama, Entertainment,Educational,Infotainment",7.4074,Hindi,33.3333,"Audio, Video",59.2593,"Radio Channels, TV Channels",48.1481
61,21,0.027863,Adult,100.0,Imphal,23.8095,RJ,28.5714,India,100.0,News,33.3333,Hindi,90.4762,Video,100.0,TV Channels,95.2381
62,11,0.014595,Adult,100.0,Rourkela,81.8182,OR,81.8182,India,100.0,"Kids & Family,Drama,Entertainment",18.1818,NC,63.6364,Video,90.9091,Movies,63.6364
63,49,0.065013,Adult,100.0,Bengaluru,93.8776,KA,93.8776,India,100.0,"Music,Biography,Drama",93.8776,NC,100.0,Video,100.0,Movies,95.9184
64,32,0.042458,Adult,100.0,"Noida, Ghaziabad",6.25,"UP, DL",15.625,India,100.0,"News, Music,Arts & Culture, Educational,News,Infotainment",3.125,Hindi,71.875,"Audio, Video",96.875,"Radio Channels, TV Channels",59.375
65,11,0.014595,Adult,100.0,Agartala,54.5455,TR,54.5455,India,100.0,"Entertainment,Educational,Infotainment, Culture,Local News,Mizo Music",9.0909,Hindi,72.7273,Video,90.9091,TV Channels,27.2727
66,65,0.086242,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"News, Music,Arts & Culture, Entertainment,Movies, Music, Educational,News,Infotainment",3.0769,Hindi,47.6923,Video,50.7692,"TV Channels, Movies",33.8462
67,44,0.058379,Adult,97.7273,Bur Dubai,20.4545,DU,77.2727,UAE,100.0,News,4.5455,Hindi,38.6364,Video,81.8182,TV Channels,27.2727
68,29,0.038477,Adult,96.5517,Jaipur,86.2069,RJ,93.1034,India,100.0,Drama,13.7931,Hindi,48.2759,Video,96.5517,Movies,93.1034
69,32,0.042458,Adult,100.0,Brisbane,6.25,ENG,15.625,United States,62.5,"Drama,Inspirational,Entertainment",3.125,Hindi,68.75,Video,93.75,"Movies, Shows",18.75
70,58,0.076955,Adult,100.0,Bareilly,70.6897,UP,89.6552,India,100.0,News,68.9655,Hindi,82.7586,Video,98.2759,TV Channels,98.2759
71,22,0.02919,Adult,100.0,Pitampura,100.0,DL,100.0,India,100.0,Music,40.9091,Hindi,81.8182,Video,100.0,TV Channels,90.9091
72,2,0.002654,Adult,100.0,Munich (Moosach),100.0,BY,100.0,Germany,100.0,"Romance,Drama,Literature, Arts & Culture,Music,Storytelling, Adventure,Action",50.0,"Hindi, English",50.0,Video,100.0,"Documentaries, Shows",50.0
73,20,0.026536,Adult,100.0,New Delhi (Block N),45.0,DL,95.0,India,100.0,"News, Entertainment,Movies, Spiritual,Devotional",10.0,Hindi,60.0,Video,95.0,"TV Channels, Movies",45.0
74,35,0.046438,Adult,100.0,Kukatpally,28.5714,KL,48.5714,India,100.0,"Educational,News,Infotainment",62.8571,Malayalam,45.7143,Video,94.2857,TV Channels,71.4286
75,9,0.011941,Adult,100.0,Morādābād,22.2222,UP,44.4444,India,88.8889,"Comedy,Drama,Entertainment,Humor",77.7778,NC,100.0,Video,100.0,Movies,88.8889
76,102,0.135334,Adult,100.0,Navi Mumbai (Reliance Corporate Park),58.8235,MH,61.7647,India,97.0588,Drama,99.0196,Hindi,99.0196,Video,100.0,Shows,100.0
77,31,0.041131,Adult,100.0,Chandrapur,6.4516,MH,32.2581,India,100.0,"News,Music",38.7097,Hindi,100.0,Audio,93.5484,Radio Channels,93.5484
78,16,0.021229,Adult,100.0,Surat,81.25,GJ,100.0,India,100.0,"Action,Drama,Political,Entertainment",12.5,NC,68.75,Video,100.0,Shows,81.25
79,31,0.041131,Adult,100.0,Kalyān,22.5806,MH,80.6452,India,100.0,News,83.871,Hindi,83.871,Video,100.0,TV Channels,100.0
80,23,0.030517,Adult,95.6522,Ambikāpur,26.087,CT,73.913,India,91.3043,"Action,Crime,Thriller",34.7826,NC,86.9565,Video,100.0,Movies,91.3043
81,10,0.013268,Adult,100.0,Mannargudi,20.0,TN,40.0,India,100.0,"News,Educational,Infotainment, Romance,Drama",10.0,Tamil,20.0,Video,100.0,TV Channels,40.0
82,2,0.002654,Adult,100.0,Shām Churāsi,100.0,PB,100.0,India,100.0,"Entertainment,Movies, Young Adult Fiction,Drama,Horror,Thriller, Entertainment",50.0,"Bhojpuri, Hindi",50.0,Video,100.0,"TV Channels, Movies",50.0
83,55,0.072974,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
84,40,0.053072,Adult,100.0,Pitampura,22.5,DL,32.5,India,100.0,Comedy,97.5,Hindi,97.5,Video,100.0,Shows,100.0
85,53,0.070321,Adult,100.0,New Delhi,3.7736,DL,20.7547,India,98.1132,"Akashvani, Devotional, Music,Arts & Culture, Satire,Comedy,History,Humor,Storytelling, Biography,Music,Entertainment, Music,News, Educational,News,Infotainment, Health,Talk Show,Agriculture,Business and Finance, Entertainment,Educational,Infotainment, Mystery,Drama,Crime,Comedy, Contemporary Fiction,Kids & Family,Drama",1.8868,Hindi,24.5283,Video,60.3774,"TV Channels, Movies, Shows",16.9811
86,41,0.054399,Adult,100.0,Mumbai,87.8049,MH,95.122,India,100.0,"Action,Crime,Thriller",43.9024,NC,100.0,Video,97.561,Movies,95.122
87,4,0.005307,Child,100.0,Jalandhar,25.0,JK,50.0,India,100.0,"Music,Entertainment,Movies, Devotional,Spiritual,Music,Religious",25.0,Hindi,75.0,Video,50.0,TV Channels,50.0
88,19,0.025209,Adult,100.0,Navi Mumbai (Reliance Corporate Park),42.1053,MH,42.1053,India,94.7368,"Devotional, Sports",68.4211,NC,100.0,\Upcoming,100.0,Live,100.0
89,39,0.051745,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Action,Comedy",76.9231,NC,100.0,NC,66.6667,Movies,97.4359
90,15,0.019902,Adult,100.0,"Marseille, Hyderabad (Basant Nagar Colony), Pimpri",20.0,"TG, MH,",33.3333,France,93.3333,Music,6.6667,Hindi,26.6667,Video,86.6667,TV Channels,66.6667
91,65,0.086242,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,News,98.4615,Hindi,98.4615,Video,100.0,TV Channels,100.0
92,30,0.039804,Adult,90.0,Srinagar,16.6667,MH,30.0,India,100.0,"Drama,Period Drama,Social Awareness",66.6667,Bengali,96.6667,Video,96.6667,Movies,70.0
93,34,0.045111,Adult,100.0,Ratnagiri,8.8235,MH,44.1176,India,100.0,News,32.3529,Hindi,73.5294,Video,97.0588,TV Channels,88.2353
94,18,0.023882,Adult,100.0,New Delhi (Connaught Lane),100.0,DL,100.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
95,73,0.096857,Child,100.0,"Srinagar, Hyderabad (Basant Nagar Colony)",2.7397,"UP, MH",5.4795,India,97.2603,News,17.8082,Hindi,61.6438,Video,82.1918,TV Channels,63.0137
96,2,0.002654,Adult,100.0,"Gurugram, Navi Mumbai (Reliance Corporate Park)",50.0,"HR, MH",50.0,India,100.0,"Thriller,Patriotic",50.0,NC,100.0,Video,100.0,Shorts,50.0
97,39,0.051745,Adult,100.0,"Durg, Navi Mumbai (Reliance Corporate Park)",10.2564,WB,12.8205,India,100.0,"News, Entertainment,Movies, Music,Biography,Drama, Entertainment,Educational,Infotainment, Educational,Agriculture,Infotainment",2.5641,Hindi,51.2821,Video,79.4872,"TV Channels, Movies",23.0769
98,45,0.059706,Adult,100.0,Ludhiana,66.6667,PB,100.0,India,100.0,"News,Educational,Infotainment",24.4444,Punjabi,71.1111,Video,97.7778,TV Channels,93.3333
99,9,0.011941,Adult,100.0,Muri,33.3333,WB,44.4444,India,100.0,"Action,Adventure,Thriller",22.2222,NC,100.0,Video,100.0,Movies,100.0
100,25,0.03317,Adult,100.0,"Hātā, Navi Mumbai (Reliance Corporate Park)",4.0,KA,16.0,India,100.0,"News, Music & Dance,Reality",12.0,Hindi,88.0,Video,100.0,"TV Channels, Shows",60.0
101,4,0.005307,Adult,100.0,"Gorakhpur, Srinagar, New Delhi, Āsandh",25.0,"KA, MH",50.0,India,100.0,"Music,Arts & Culture, Young Adult Fiction,Drama,Entertainment, Drama,Inspirational,Entertainment, Drama,Crime,Social Awareness, News,Music, Action,Thriller, Drama,Fantasy,Thriller",25.0,"Kannada, Hindi",25.0,"Audio, Video",50.0,"Radio Channels, Movies, Shows",25.0
102,46,0.061033,Adult,100.0,"Navi Mumbai (Reliance Corporate Park), Indore",8.6957,"CT, MH, MP",32.6087,India,100.0,News,32.6087,Hindi,82.6087,Video,100.0,TV Channels,89.1304
103,60,0.079608,Adult,100.0,Navi Mumbai (Reliance Corporate Park),100.0,MH,100.0,India,100.0,"Arts & Culture,Music",100.0,NC,100.0,Video,100.0,Shorts,100.0
104,35,0.046438,Adult,100.0,"Jaipur, Navi Mumbai (Reliance Corporate Park)",42.8571,"RJ, MH",65.7143,India,100.0,News,20.0,Hindi,77.1429,Video,94.2857,TV Channels,85.7143
105,18,0.023882,Adult,100.0,"Pimpri, Navi Mumbai (Reliance Corporate Park)",11.1111,MH,77.7778,India,100.0,"Entertainment,Educational,Infotainment",38.8889,Hindi,88.8889,Video,100.0,TV Channels,83.3333
106,16,0.021229,Adult,100.0,Bhopal,25.0,MP,56.25,India,100.0,Political,100.0,NC,100.0,Video,100.0,Shows,100.0
107,22,0.02919,Adult,100.0,New Delhi (Connaught Lane),95.4545,DL,100.0,India,100.0,"Action,Comedy",68.1818,NC,100.0,NC,68.1818,Movies,100.0
108,5,0.006634,Adult,100.0,Gurugram,40.0,HR,80.0,India,100.0,Reality,60.0,NC,100.0,Video,100.0,Shows,100.0
109,26,0.034497,Adult,100.0,Gurugram,19.2308,HR,34.6154,India,100.0,Political,61.5385,NC,100.0,Video,100.0,Shows,100.0
110,23,0.030517,Adult,100.0,Guntur,26.087,AP,30.4348,India,100.0,Music,26.087,Hindi,86.9565,Video,86.9565,TV Channels,69.5652
111,39,0.051745,Adult,100.0,Shahdara,53.8462,DL,56.4103,India,100.0,News,84.6154,Hindi,94.8718,Video,100.0,TV Channels,100.0
112,12,0.015922,Child,100.0,Hyderabad (Gachibowli),66.6667,TG,100.0,India,100.0,"Entertainment,Movies, Music,Entertainment,Movies",8.3333,Hindi,50.0,Video,91.6667,TV Channels,41.6667
113,34,0.045111,Adult,100.0,Mumbai,70.5882,MH,97.0588,India,100.0,"News, Educational,News,Infotainment",17.6471,"Hindi, Marathi",20.5882,Video,94.1176,TV Channels,88.2353
114,43,0.057053,Adult,95.3488,Hyderabad (Gachibowli),97.6744,TG,100.0,India,100.0,"Entertainment,Educational,Infotainment",16.2791,Hindi,86.0465,Video,100.0,TV Channels,93.0233
115,6,0.007961,Adult,50.0,Munich (Schwabing-Freimann),16.6667,AUK,33.3333,Germany,50.0,News,33.3333,Hindi,100.0,Video,100.0,TV Channels,50.0
116,1,0.001327,Adult,100.0,"Panhāla, Nashik",100.0,MH,100.0,India,100.0,"News, Drama, Entertainment,Educational,Infotainment, Literary Fiction,Drama,Literature",100.0,"Hindi, Marathi",100.0,Video,100.0,"TV Channels, Shows",100.0
117,36,0.047765,Adult,100.0,Kharakvasla,52.7778,MH,72.2222,India,100.0,News,11.1111,Hindi,83.3333,Video,100.0,TV Channels,61.1111
118,3,0.00398,Adult,100.0,"New Delhi (Connaught Lane), Bāli",66.6667,"WB, DL",100.0,India,100.0,"Educational,News,Infotainment",33.3333,Bengali,33.3333,Video,100.0,TV Channels,100.0
119,72,0.09553,Adult,100.0,Ghaziabad,94.4444,UP,100.0,India,100.0,News,98.6111,Hindi,100.0,Video,100.0,TV Channels,100.0
120,18,0.023882,Adult,100.0,Shimla,22.2222,MH,50.0,India,100.0,"News, Educational,News,Infotainment",16.6667,Hindi,38.8889,Video,83.3333,TV Channels,83.3333
121,24,0.031843,Adult,100.0,Guntur,37.5,AP,54.1667,India,100.0,"Action,Fantasy,Adventure",8.3333,Hindi,33.3333,Video,95.8333,Movies,58.3333
122,30,0.039804,Adult,100.0,"Sri Ganganagar, Jaipur",13.3333,RJ,56.6667,India,100.0,"News, Entertainment,Movies, Sports,News,Infotainment, Educational,News,Infotainment, Entertainment,News",3.3333,Hindi,50.0,Video,53.3333,"Radio Channels, TV Channels",26.6667
123,5,0.006634,Adult,100.0,"Patna (Police Colony), Navi Mumbai (Reliance Corporate Park)",20.0,MH,40.0,India,100.0,Sports,20.0,NC,100.0,Video,100.0,Shows,80.0
124,4,0.005307,Adult,100.0,Hyderabad,25.0,TG,50.0,India,100.0,"Drama,Thriller,Fantasy,Survival",25.0,NC,100.0,Video,100.0,Shows,100.0
125,6,0.007961,Adult,100.0,Bhawānīgarh,66.6667,PB,66.6667,India,100.0,"Drama,Inspirational,Entertainment",66.6667,Hindi,100.0,Video,100.0,Shows,83.3333
126,4,0.005307,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"Drama, Devotional,Spiritual",25.0,Hindi,75.0,Video,100.0,Shows,100.0
127,10,0.013268,Child,100.0,Patna (Police Colony),90.0,BR,90.0,India,100.0,"Drama,Mythology,Religious",20.0,Hindi,70.0,Video,100.0,Shows,50.0
128,43,0.057053,Adult,95.3488,Riyadh,58.1395,01,65.1163,Saudi Arabia,95.3488,"Action,Drama,Political,Entertainment",11.6279,Hindi,34.8837,Video,90.6977,TV Channels,48.8372
129,12,0.015922,Adult,100.0,Imphal,25.0,MP,58.3333,India,100.0,"Action,Crime,Thriller",50.0,NC,100.0,Video,100.0,Movies,100.0
130,6,0.007961,Adult,100.0,"Kātoya, Patna (Police Colony), Contai, Mumbai",16.6667,"BR, MH, WB",16.6667,India,100.0,"Romance,Drama,Literature, Music & Dance,Reality, Kids & Family,Comedy,Entertainment",16.6667,Hindi,100.0,Video,100.0,Shows,100.0
131,40,0.053072,Adult,100.0,Bengaluru,12.5,KA,20.0,India,100.0,"Drama,Inspirational,Entertainment",25.0,Hindi,95.0,Video,97.5,Movies,92.5
132,37,0.049092,Adult,100.0,Patna (Police Colony),100.0,BR,100.0,India,100.0,"Drama,Mythology,Religious",18.9189,Hindi,51.3514,Video,91.8919,Shows,59.4595
133,27,0.035824,Adult,100.0,Navi Mumbai (Reliance Corporate Park),85.1852,MH,85.1852,India,100.0,"Drama,Arts & Culture,Educational",14.8148,NC,40.7407,Video,100.0,Documentaries,22.2222
134,12,0.015922,Adult,100.0,Muragācha,8.3333,UP,25.0,India,100.0,News,91.6667,Hindi,50.0,Video,100.0,TV Channels,100.0
135,26,0.034497,Child,100.0,Nashik,11.5385,MH,26.9231,India,100.0,"Music,Biography,Drama",11.5385,Hindi,57.6923,Video,92.3077,Movies,53.8462
136,15,0.019902,Adult,100.0,Gurugram,40.0,HR,100.0,India,100.0,NC,100.0,NC,100.0,NC,100.0,NC,100.0
137,21,0.027863,Adult,100.0,Guwahati,66.6667,AS,80.9524,India,95.2381,"Kids & Family,Drama,Entertainment, Drama,Inspirational,Entertainment",4.7619,Hindi,52.381,Video,85.7143,TV Channels,23.8095
138,18,0.023882,Adult,100.0,Haveli,11.1111,MH,22.2222,India,94.4444,"Historical Fiction,Literary Fiction,Drama",16.6667,Hindi,77.7778,Video,94.4444,Movies,55.5556
139,66,0.087569,Adult,100.0,Faridabad,86.3636,HR,93.9394,India,100.0,"Entertainment,Educational,Infotainment",24.2424,Hindi,86.3636,Video,100.0,TV Channels,95.4545
140,16,0.021229,Adult,93.75,Ellora Caves,6.25,MH,18.75,India,100.0,"Kids & Family,Comedy,Entertainment",18.75,Hindi,87.5,Video,100.0,Shows,87.5
141,8,0.010614,Adult,100.0,Bengaluru (Industrial Layout),37.5,KA,87.5,India,100.0,"Kids & Family,Drama,Entertainment, Drama,Thriller,Entertainment",12.5,Hindi,37.5,Video,62.5,Movies,25.0
