Type,ID,Name,Display Name,Workspace,Duration,Create Date,Account
Media Asset,3671570,EP 98 Hazur Sahib,EP 98 Hazur Sahib,Yatra,1274410667,2025-10-24T09:43:08Z,208
Media Asset,3671569,EP 96 Hastinapur,EP 96 Hastinapur,Yatra,1332778667,2025-10-24T09:42:58Z,208
Media Asset,3671568,EP 103 Sannihit Sarovar,EP 103 Sannihit Sarovar,Yatra,1217450667,2025-10-24T09:42:58Z,208
Media Asset,3671567,EP 93 Kaladi,EP 93 Kaladi,Yatra,1283328000,2025-10-24T09:42:47Z,208
Media Asset,3671566,EP 86 Sacred Tadkeshwar Mahadev Temple and Siddhabali Hanuman Ji Temple,EP 86 Sacred Tadkeshwar Mahadev Temple and Siddhabali Hanuman Ji Temple,Yatra,1295616000,2025-10-24T09:41:47Z,208
Media Asset,3671565,EP 90 Khandoba Temple,EP 90 Khandoba Temple,Yatra,1279232000,2025-10-24T09:41:47Z,208
Media Asset,3671564,EP 85 Dwarka Harsiddhi Mata Temple,EP 85 Dwarka Harsiddhi Mata Temple,Yatra,1247445333,2025-10-24T09:41:37Z,208
Media Asset,3671563,EP 84 Nageshwar Temple,EP 84 Nageshwar Temple,Yatra,1253696000,2025-10-24T09:41:27Z,208
Media Asset,3671562,EP 92 Murudeshwar Temple,EP 92 Murudeshwar Temple,Yatra,1298986667,2025-10-24T09:41:17Z,208
Media Asset,3668652,2f9a9f7f-0d53-4f37-9a7c-b34cda81036d.mp4,2f9a9f7f-0d53-4f37-9a7c-b34cda81036d.mp4,PB-Archives-A,1090795011,2025-10-23T09:16:24Z,208
Media Asset,3668651,b15ce097-d238-4ed9-8b89-8bf886de6ae2.mp4,b15ce097-d238-4ed9-8b89-8bf886de6ae2.mp4,PB-Archives-A,1206072993,2025-10-23T09:16:12Z,208
Media Asset,3668650,4f78d260-0d7e-4447-a7fc-6b8dddf3a7d9.mp4,4f78d260-0d7e-4447-a7fc-6b8dddf3a7d9.mp4,PB-Archives-A,925518005,2025-10-23T09:16:01Z,208
Media Asset,3668649,1152e20b-b871-473b-a450-ee89d3a5f811.mp4,1152e20b-b871-473b-a450-ee89d3a5f811.mp4,PB-Archives-A,1050792336,2025-10-23T09:15:49Z,208
Media Asset,3668648,1f418b08-5392-4dbe-a9b7-a7812c918c13.mp4,1f418b08-5392-4dbe-a9b7-a7812c918c13.mp4,PB-Archives-A,917887710,2025-10-23T09:15:43Z,208
Media Asset,3668647,c77e0b5c-febf-4647-b04a-0f7f4b557d24.mp4,c77e0b5c-febf-4647-b04a-0f7f4b557d24.mp4,PB-Archives-A,767714694,2025-10-23T09:15:38Z,208
Media Asset,3668646,b64172d8-16f1-488c-a246-51270dee3b77.mp4,b64172d8-16f1-488c-a246-51270dee3b77.mp4,PB-Archives-A,1151351111,2025-10-23T09:15:27Z,208
Media Asset,3668645,195f7013-cce3-45b8-bb42-b40e2f87fb18.mp4,195f7013-cce3-45b8-bb42-b40e2f87fb18.mp4,PB-Archives-A,663301429,2025-10-23T09:15:26Z,208
Media Asset,3668565,8b314764-1924-4793-9a94-ad241386a42d.mp4,8b314764-1924-4793-9a94-ad241386a42d.mp4,PB-Archives-A,911490000,2025-10-23T09:16:25Z,208
Media Asset,3668564,cbdaa5a7-21c4-42d9-b5a3-9a63bf52e052.mp4,cbdaa5a7-21c4-42d9-b5a3-9a63bf52e052.mp4,PB-Archives-A,1040023220,2025-10-23T09:16:24Z,208
Media Asset,3668563,85becb8e-a446-490c-9d13-3c15940b98db.mp4,85becb8e-a446-490c-9d13-3c15940b98db.mp4,PB-Archives-A,894888299,2025-10-23T09:16:13Z,208
Media Asset,3668562,b4d493f1-1340-4905-918c-24ccdf58dcf0.mp4,b4d493f1-1340-4905-918c-24ccdf58dcf0.mp4,PB-Archives-A,1439157619,2025-10-23T09:15:51Z,208
Media Asset,3668561,ea3510ba-f8e4-4f8b-9f42-abbcc0fca92a.mp4,ea3510ba-f8e4-4f8b-9f42-abbcc0fca92a.mp4,PB-Archives-A,1493771610,2025-10-23T09:15:49Z,208
Media Asset,3668560,0af0dedc-ddcb-4c16-bcd8-ecccc5d06f1d.mp4,0af0dedc-ddcb-4c16-bcd8-ecccc5d06f1d.mp4,PB-Archives-A,1340459705,2025-10-23T09:15:49Z,208
Media Asset,3668559,3f83c513-dbe2-4cd5-bf93-e49a6337840c.mp4,3f83c513-dbe2-4cd5-bf93-e49a6337840c.mp4,PB-Archives-A,1167255011,2025-10-23T09:15:45Z,208
Media Asset,3668217,SHAKTHI E170,SHAKTHI E170,DD Podhigai (Chennai),1443280000,2025-10-24T09:06:03Z,208
Media Asset,3668216,SHAKTHI E169,SHAKTHI E169,DD Podhigai (Chennai),1417520000,2025-10-24T09:01:19Z,208
Media Asset,3668197,2310 DECODE SOCIAL FULL WAVES,2310 DECODE SOCIAL FULL WAVES,Decode,3363080000,2025-10-24T05:18:30Z,208
Media Asset,3668192,ZWR_S1_EP5 OTT,ZWR_S1_EP5 OTT,Zindagi Live,1830361875,2025-10-23T14:32:06Z,208
Media Asset,3668191,ZWR_S1_EP6 OTT,ZWR_S1_EP6 OTT,Zindagi Live,862828633,2025-10-23T14:32:06Z,208
Media Asset,3668158,KBR_EP_204_S2_MIX_MASTER OTT,KBR_EP_204_S2_MIX_MASTER OTT,Sagar World,1440000000,2025-10-23T10:02:48Z,208
Media Asset,3668157,KBR_EP_201_S2_MIX_MASTER OTT,KBR_EP_201_S2_MIX_MASTER OTT,Sagar World,1622000000,2025-10-23T10:02:48Z,208
Media Asset,3668156,KBR_EP_200_S2_MIX_MASTER OTT,KBR_EP_200_S2_MIX_MASTER OTT,Sagar World,1451000000,2025-10-23T10:01:47Z,208
Media Asset,3668149,1   EDITED  Shahzad A,1   EDITED  Shahzad A,PB-Archives-A,1090799094,2025-10-23T09:13:35Z,208
